u,v,corridor,corridor_type,approx_edge_betweenness
303246941,3657955703,Well Road,Named corridor,0.021990835030549896
4284327745,4284327744,Bishop Hill Road,Named corridor,0.02190427698574338
4283387767,4283387764,Windsor Road,Named corridor,0.021871181262729123
271823444,271823437,Welgelegenweg,Named corridor,0.021863543788187372
4284327744,5082413268,Bishop Hill Road,Named corridor,0.021802443991853358
5118409145,303243201,Carnation Road,Named corridor,0.021718431771894094
5082413268,4284327739,Bishop Hill Road,Named corridor,0.02170061099796334
5106142941,271802897,Soualiga Road,Named corridor,0.02164714867617108
1918704177,1918704188,Emmancipation Roundabout,Named corridor,0.021631873727087574
3657955703,5318904028,Well Road,Named corridor,0.021575865580448064
1840729287,303239030,Saint Peters Road,Named corridor,0.021384928716904276
303245896,303245898,Guana Bay Road,Named corridor,0.021346741344195518
3674367971,1918704173,Emmancipation Roundabout,Named corridor,0.02119399185336049
1790168109,1319008785,Rhine Road,Named corridor,0.021171079429735232
1840729303,303241494,L.B. Scott Road,Named corridor,0.021160896130346232
3456873838,3456873844,Cinnamon Cactus Road,Named corridor,0.020995417515274947
3456873838,3456873832,Cinnamon Cactus Road,Named corridor,0.020964867617107943
3456873844,3456873838,Cinnamon Cactus Road,Named corridor,0.020926680244399185
303239030,1946846044,Saint Peters Road,Named corridor,0.020893584521384928
5318904028,4283348315,Well Road,Named corridor,0.02065936863543788
1927155379,5317090572,Cay Bay Road,Named corridor,0.02064409368635438
4283387764,1927155379,Unnamed / Residential,Residual road group,0.020519348268839104
1946846044,303239029,Saint Peters Road,Named corridor,0.02040987780040733
303245898,5107989768,Guana Bay Road,Named corridor,0.02035386965376782
271802897,271802898,Soualiga Road,Named corridor,0.020274949083503052
4283348315,5101763256,Well Road,Named corridor,0.02025458248472505
1033360035,319861598,Billy Folly Road,Named corridor,0.02024949083503055
5317090572,250656119,Cay Bay Road,Named corridor,0.020239307535641547
1033359542,3408794874,Maho Roundabout,Named corridor,0.020234215885947045
5107448441,1927155737,Cay Bay Road,Named corridor,0.02016293279022403
1033360744,1033360222,Maho Roundabout,Named corridor,0.02005600814663951
303248110,1069034502,Zircon Road,Named corridor,0.019834521384928715
1795420996,303247349,Port de Plaisance Drive,Named corridor,0.019786150712830956
303247349,303247832,Port de Plaisance Drive,Named corridor,0.019765784114052953
5082062352,303241487,Mildrum Road,Named corridor,0.01975560081466395
1033360501,1033360094,Airport Roundabout,Named corridor,0.01971486761710794
5105967491,4283387735,Indigo Bay Drive,Named corridor,0.01970977596741344
4283387735,1760729802,Indigo Bay Drive,Named corridor,0.019694501018329938
303241487,303241494,Mildrum Road,Named corridor,0.019674134419551934
1760729802,1882266679,Indigo Bay Drive,Named corridor,0.01965376782077393
1069034502,303248689,Zircon Road,Named corridor,0.019643584521384927
303245913,5319274369,Guana Bay Road,Named corridor,0.019633401221995927
1927155737,5082084403,Cay Bay Road,Named corridor,0.01955957230142566
5106110765,4283271716,Bishop Hill Road,Named corridor,0.01955702647657841
303253288,303253115,Pigeon Road,Named corridor,0.019531568228105905
5107448441,4283387759,Cay Bay Road,Named corridor,0.019521384928716905
303253115,303253109,Pigeon Road,Named corridor,0.0195112016293279
303253109,303252833,Goldfinch Road,Named corridor,0.019501018329938898
4283387759,1927155379,Cay Bay Road,Named corridor,0.019501018329938898
4283271716,1872384826,Bishop Hill Road,Named corridor,0.01940682281059063
4283312617,1882266675,Indigo Bay Roundabout,Named corridor,0.01940682281059063
271823505,271823457,Welgelegenweg,Named corridor,0.019389002036659875
1840737685,7511127091,Sucker Garden Road,Named corridor,0.019389002036659875
5107989768,5319274369,Guana Bay Road,Named corridor,0.01936099796334012
271993255,5292575116,Octavius L. Richardson Road,Named corridor,0.019279531568228106
1033360222,250656239,Airport Road,Named corridor,0.019266802443991853
319861598,319861594,Billy Folly Road,Named corridor,0.01926171079429735
250656239,1792973817,Airport Road,Named corridor,0.01925661914460285
1792973817,3924161815,Airport Road,Named corridor,0.01924643584521385
3924161815,1033360408,Airport Road,Named corridor,0.019236252545824846
1033360408,1033360501,Airport Road,Named corridor,0.019226069246435842
271823360,4284485705,Welgelegenweg,Named corridor,0.019226069246435842
1033360094,3844277824,Airport Road,Named corridor,0.019185336048879835
5292575116,5292575117,Octavius L. Richardson Road,Named corridor,0.019175152749490835
3844277824,5927162468,Airport Road,Named corridor,0.019175152749490835
5927162468,2644100857,Airport Road,Named corridor,0.01916496945010183
272111745,250656186,Airport Road,Named corridor,0.019002036659877798
271802920,271802898,Arch Road,Named corridor,0.01895875763747454
250656186,250656141,Unresolved multi-name edge,Residual road group,0.01894602851323829
5082084403,1927155295,Cay Bay Road,Named corridor,0.01865071283095723
271823457,3657247441,Welgelegenweg,Named corridor,0.01859979633401222
303239029,1946846044,Saint Peters Road,Named corridor,0.018592158859470468
1946846044,303239030,Saint Peters Road,Named corridor,0.018566700610997963
303239030,1840729287,Saint Peters Road,Named corridor,0.018548879837067208
4284485705,4284485699,Welgelegenweg,Named corridor,0.018467413441955193
5319274369,303245913,Guana Bay Road,Named corridor,0.01846232179226069
303242741,303242927,Flamboyant Road,Named corridor,0.01840631364562118
303245165,1111760460,Bishop Hill Road,Named corridor,0.018363034623217922
2146369466,2146374859,Soualiga Road,Named corridor,0.01835794297352342
319861594,303248689,Billy Folly Road,Named corridor,0.018273930753564153
5109767022,5109767023,Sr. Modesta Road,Named corridor,0.01825865580448065
3657247441,271823455,Welgelegenweg,Named corridor,0.01815173116089613
1791645399,1791649374,The Keys Road,Named corridor,0.01804989816700611
1791649374,271802928,The Keys Road,Named corridor,0.018029531568228105
271823452,271823449,Welgelegenweg,Named corridor,0.017986252545824845
271823449,4284485699,Welgelegenweg,Named corridor,0.017930244399185336
303252833,303253109,Goldfinch Road,Named corridor,0.017871690427698574
271823455,5081172614,Welgelegenweg,Named corridor,0.017810590631364562
4284485699,271823449,Welgelegenweg,Named corridor,0.01770112016293279
1927155295,5105831443,Cay Bay Road,Named corridor,0.017642566191446028
5081172614,279565023,Welgelegenweg,Named corridor,0.017642566191446028
303245913,303245920,Guana Bay Road,Named corridor,0.01755346232179226
1882266679,1760729802,Indigo Bay Drive,Named corridor,0.017464358452138493
1111760460,5106110765,Bishop Hill Road,Named corridor,0.017446537678207738
279565023,271823416,Welgelegenweg,Named corridor,0.01730651731160896
271823416,271823444,Welgelegenweg,Named corridor,0.017146130346232177
250656141,303248790,Welfare Road,Named corridor,0.017143584521384928
303242927,5118409145,Flamboyant Road,Named corridor,0.017128309572301426
5111727119,2644100857,Simpson Bay Roundabout,Named corridor,0.016922097759674133
5109767023,272111744,Sr. Modesta Road,Named corridor,0.01681262729124236
2146374859,2146370170,Soualiga Road,Named corridor,0.01680498981670061
272111744,272111745,Sr. Modesta Road,Named corridor,0.01680244399185336
271823449,271823452,Welgelegenweg,Named corridor,0.016738798370672096
5292575110,271986609,Little Bay Roundabout,Named corridor,0.016685336048879836
5105831443,303246828,Cay Bay Road,Named corridor,0.016634419551934825
303241494,303241487,Mildrum Road,Named corridor,0.016466395112016294
5105913991,303245708,Arch Road,Named corridor,0.016433299389002037
271823452,271823437,Welgelegenweg,Named corridor,0.016420570264765785
2146370170,9464446358,Soualiga Road,Named corridor,0.016339103869653766
271823349,271823298,A.J.C. Brouwersweg,Named corridor,0.016242362525458246
9464446358,5090336733,Soualiga Road,Named corridor,0.016183808553971484
5090336733,1918631578,Soualiga Road,Named corridor,0.016028513238289206
271802960,3456873844,Arch Road,Named corridor,0.015982688391038696
271823298,1882266687,A.J.C. Brouwersweg,Named corridor,0.01595723014256619
1795509407,1795509316,Rice Hill,Named corridor,0.01590376782077393
8587179326,8587179325,Unnamed / Residential,Residual road group,0.01586812627291242
271802960,5105913991,Arch Road,Named corridor,0.0157561099796334
271823437,271823452,Welgelegenweg,Named corridor,0.015720468431771894
3456873844,271802960,Arch Road,Named corridor,0.015674643584521385
271802898,271802897,Soualiga Road,Named corridor,0.015672097759674132
303245708,1947783689,Arch Road,Named corridor,0.01565427698574338
1760729802,4283387735,Indigo Bay Drive,Named corridor,0.015468431771894093
1946905489,303249771,Locas Tree Drive,Named corridor,0.015468431771894093
3657955703,303246941,Well Road,Named corridor,0.015432790224032586
303249771,250656114,Cashew Tree Road,Named corridor,0.015239307535641547
1795509297,1795509338,Rice Hill Estate Road,Named corridor,0.014923625254582483
303247355,1795420996,Port de Plaisance Drive,Named corridor,0.014913441955193481
1795509338,1795509407,Rice Hill Estate Road,Named corridor,0.014908350305498981
1795509316,1795509355,Rice Hill,Named corridor,0.014885437881873726
303246187,3194144108,Wavy Clam Road,Named corridor,0.014870162932790223
558702364,558702365,Pigeon Road,Named corridor,0.014862525458248472
1795509355,1973313656,Rice Hill,Named corridor,0.014854887983706721
4283373859,303247270,Almond Grove Road,Named corridor,0.014854887983706721
8587179325,5092567223,Unnamed / Residential,Residual road group,0.014849796334012219
3194144108,303246184,Queen Conch Road,Named corridor,0.014847250509164968
303247270,250652604,Almond Grove Road,Named corridor,0.014847250509164968
558702365,558702375,Pigeon Road,Named corridor,0.014842158859470468
303244077,5082062352,Mildrum Road,Named corridor,0.014831975560081466
303246184,303245920,Queen Conch Road,Named corridor,0.014831975560081466
1947783689,303245597,Arch Road,Named corridor,0.014819246435845214
5092567223,5105967491,Indigo Bay Drive,Named corridor,0.014793788187372708
303245920,303245913,Guana Bay Road,Named corridor,0.014740325865580448
5082084403,1927155737,Cay Bay Road,Named corridor,0.01470977596741344
5317215130,1703119667,Unresolved multi-name edge,Residual road group,0.014694501018329939
1927155737,5107448441,Cay Bay Road,Named corridor,0.014686863543788186
1639802164,279563147,Bush Road,Named corridor,0.014681771894093686
558702375,4282055225,Pigeon Road,Named corridor,0.014663951120162931
4282055225,303253288,Pigeon Road,Named corridor,0.014638492871690428
303253109,303253115,Pigeon Road,Named corridor,0.014401731160896129
303239525,303241090,Arrowroot Road,Named corridor,0.014299898167006109
303241090,303240963,Arrowroot Road,Named corridor,0.01420570264765784
271986672,271823461,Welgelegenweg,Named corridor,0.014096232179226068
271802956,5081882375,Arch Road,Named corridor,0.014086048879837066
303240963,5081832628,Arrowroot Road,Named corridor,0.013984215885947046
5081832628,303240998,Carrot Road,Named corridor,0.01395366598778004
303240998,303240997,Carrot Road,Named corridor,0.013948574338085539
303240997,1840729297,Lettuce Road,Named corridor,0.013923116089613033
5092567232,8587179326,Unnamed / Residential,Residual road group,0.013920570264765784
271823461,271823505,Welgelegenweg,Named corridor,0.013859470468431771
5081882375,303245597,Arch Road,Named corridor,0.013811099796334011
271802897,5106142941,Soualiga Road,Named corridor,0.013788187372708757
303245165,1109448630,Belvederd Estate Road,Named corridor,0.013767820773930753
303245597,1947783689,Arch Road,Named corridor,0.013719450101832993
1927155684,5128328500,Betty's Estate Road,Named corridor,0.01370672097759674
5128328500,5082546519,Betty's Estate Road,Named corridor,0.013686354378818736
271823437,271823444,Welgelegenweg,Named corridor,0.013612525458248472
303245597,5081882375,Arch Road,Named corridor,0.013566700610997963
1947783689,303245708,Arch Road,Named corridor,0.013536150712830956
5106142941,271802889,Soualiga Road,Named corridor,0.013525967413441954
303253115,303253288,Pigeon Road,Named corridor,0.01340376782077393
1840729290,303239177,Unnamed / Residential,Residual road group,0.013327393075356415
303245708,5105913991,Arch Road,Named corridor,0.013324847250509165
6677367413,6677367419,Unnamed / Residential,Residual road group,0.013251018329938899
271802889,2146369466,Soualiga Road,Named corridor,0.013220468431771893
3674367969,1918704176,Emmancipation Roundabout,Named corridor,0.01320264765784114
6677367419,1639802350,Union Farm Road,Named corridor,0.013189918533604888
5081882375,271802956,Arch Road,Named corridor,0.013149185336048879
303239177,303239171,Unnamed / Residential,Residual road group,0.012836048879837067
271823444,271823416,Welgelegenweg,Named corridor,0.012665478615071283
2644100852,5927198471,Airport Road,Named corridor,0.012632382892057026
4283387735,5105967491,Indigo Bay Drive,Named corridor,0.012474541751527493
303241487,5082062352,Mildrum Road,Named corridor,0.012474541751527493
303248689,303248050,Billy Folly Road,Named corridor,0.01234725050916497
1872384824,1872384826,Lower Prince Roundabout,Named corridor,0.012214867617107942
1033359959,5107960198,Oyster Pond Road,Named corridor,0.01220213849287169
5927198471,272111674,Airport Road,Named corridor,0.012169042769857433
271802956,3656830465,Arch Road,Named corridor,0.012125763747454174
279563147,5081102791,Bush Road,Named corridor,0.012085030549898167
5105913991,271802960,Arch Road,Named corridor,0.012079938900203665
1882266709,1882266687,Indigo Bay Roundabout,Named corridor,0.012044297352342158
303248050,303248200,Billy Folly Road,Named corridor,0.012023930753564154
303247799,2535460893,Port de Plaisance Drive,Named corridor,0.011975560081466394
303242739,1918592982,Arbutus Road,Named corridor,0.011934826883910387
303239029,303239028,Saint Peters Road,Named corridor,0.011911914460285132
322994661,1891813884,Percy Labega Street,Named corridor,0.0117591649694501
5107960198,271976577,Oyster Pond Road,Named corridor,0.01169806517311609
1918592984,1918592981,St John's Estate Road,Named corridor,0.011593686354378819
3672246173,1891813873,Voorstraat,Named corridor,0.011563136456211811
5105967491,5092567223,Indigo Bay Drive,Named corridor,0.011542769857433808
303245920,303246184,Queen Conch Road,Named corridor,0.011535132382892057
5082062352,303244077,Mildrum Road,Named corridor,0.011535132382892057
271823416,279565023,Welgelegenweg,Named corridor,0.011494399185336047
1946844986,1946844988,Bush Road,Named corridor,0.011300916496945009
3656830465,271802898,Arch Road,Named corridor,0.011295824847250509
1033360582,4283347854,Osborne Kruythoff Roundabout,Named corridor,0.011224541751527494
1319008785,1790122815,Rhine Road,Named corridor,0.01120162932790224
271976577,1497258980,Oyster Pond Road,Named corridor,0.011193991853360489
303246828,4283387739,Cay Bay Road,Named corridor,0.011145621181262728
271809278,5081663896,Bush Road,Named corridor,0.011137983706720977
4283348315,5318904028,Well Road,Named corridor,0.011135437881873727
5092567223,5092567232,Unnamed / Residential,Residual road group,0.011089613034623217
1946844988,4284485764,Bush Road,Named corridor,0.011064154786150712
1033359959,4283199039,Trivia Road,Named corridor,0.01105397148676171
5318904028,3657955703,Well Road,Named corridor,0.011033604887983706
1033360101,1033359542,Maho Roundabout,Named corridor,0.010987780040733197
2535460893,303247400,Port de Plaisance Drive,Named corridor,0.010977596741344195
5082546519,303242739,Arbutus Road,Named corridor,0.010913951120162932
279565023,5081172614,Welgelegenweg,Named corridor,0.010812118126272911
5081102791,271809278,Bush Road,Named corridor,0.010786659877800408
5082546519,303242741,Arbutus Road,Named corridor,0.010784114052953157
1790122815,278328983,Rhine Road,Named corridor,0.010692464358452138
3408794874,1033360744,Maho Roundabout,Named corridor,0.010651731160896129
1946814874,303243512,Sunflower Road,Named corridor,0.010588085539714867
1918592981,303239360,St John's Estate Road,Named corridor,0.010585539714867616
303244077,303244090,Mildrum Road,Named corridor,0.010585539714867616
272110821,272110817,Otter Road,Named corridor,0.01054735234215886
303246184,3194144108,Queen Conch Road,Named corridor,0.010532077393075356
250652604,303247270,Almond Grove Road,Named corridor,0.010532077393075356
1927340435,1918592979,Flamboyant Road,Named corridor,0.010529531568228105
272110817,271993255,Otter Road,Named corridor,0.01050661914460285
5081172614,271823455,Welgelegenweg,Named corridor,0.010470977596741343
1639802350,6677367419,Union Farm Road,Named corridor,0.010448065173116089
303247625,303247355,Unnamed / Unclassified,Residual road group,0.010420061099796334
1891813877,271798676,Tamarinda Steeg,Named corridor,0.010417515274949083
303239171,303239084,Unnamed / Residential,Residual road group,0.010386965376782077
1111757692,12741558230,Caines Drive,Named corridor,0.010366598778004072
303244323,303244494,George C. de Weever Road,Named corridor,0.010346232179226068
5081663896,5317215130,Bush Road,Named corridor,0.010282586558044806
271802898,3656830465,Arch Road,Named corridor,0.010236761710794297
4283347854,1927155341,Osborne Kruythoff Roundabout,Named corridor,0.01020621181262729
278328983,5098348157,Rhine Road,Named corridor,0.010183299389002035
303243190,303243702,Lily Road,Named corridor,0.010183299389002035
4283387739,1927155560,Cay Bay Road,Named corridor,0.010183299389002035
303244324,303244323,Nazareth Road,Named corridor,0.010122199592668024
250656141,250656186,Unresolved multi-name edge,Residual road group,0.010109470468431771
303244494,6677367413,Montevideo Road,Named corridor,0.010056008146639511
3656830465,271802956,Arch Road,Named corridor,0.010048370672097759
4283199039,1795516010,Trivia Road,Named corridor,0.01004582484725051
303247270,4283373859,Almond Grove Road,Named corridor,0.010030549898167006
303248200,1069035589,Billy Folly Road,Named corridor,0.010007637474541751
5130592914,1946814874,Sunflower Road,Named corridor,0.009989816700610997
2970143340,303292044,Sea Grape Drive,Named corridor,0.009989816700610997
303292044,250652600,Peter John Road,Named corridor,0.009979633401221995
5118264423,5118264426,Unnamed / Residential,Residual road group,0.009979633401221995
5105805994,1795509372,Rice Hill Estate Road,Named corridor,0.009979633401221995
1947004367,271823505,Llama Drive,Named corridor,0.009979633401221995
3656813308,3656813312,Sedums Cactus Drive,Named corridor,0.009979633401221995
3658399360,3658399361,Unnamed / Residential,Residual road group,0.009974541751527495
5101854019,5101855230,Fahrenheit Road,Named corridor,0.009969450101832993
5118264426,2670028315,Amazone Road,Named corridor,0.009969450101832993
272111684,272111694,Sr. Patientia Road,Named corridor,0.009969450101832993
303248694,303248110,Zircon Road,Named corridor,0.009969450101832993
1795509372,1795509300,Rice Hill Estate Road,Named corridor,0.009969450101832993
5292359408,2644100873,Border Roundabout,Named corridor,0.009966904276985742
5101855230,5101855225,Fahrenheit Road,Named corridor,0.009964358452138493
1795509300,1795509297,Rice Hill Estate Road,Named corridor,0.009959266802443991
5101855225,303247237,Fahrenheit Road,Named corridor,0.009959266802443991
271823437,271823374,Lion Road,Named corridor,0.009938900203665987
303247683,303247628,Unnamed / Unclassified,Residual road group,0.009933808553971486
4283103465,303246187,Wavy Clam Road,Named corridor,0.009933808553971486
303253293,558702364,Pigeon Road,Named corridor,0.009931262729124236
303253288,4282055225,Pigeon Road,Named corridor,0.009928716904276986
2670028315,1790176497,Amazone Road,Named corridor,0.009928716904276986
303247628,303247626,Unnamed / Unclassified,Residual road group,0.009928716904276986
303247626,303247625,Unnamed / Unclassified,Residual road group,0.009923625254582484
5105967735,5105967741,Unnamed / Residential,Residual road group,0.009923625254582484
3658399361,3658399358,Mildrum Road,Named corridor,0.009923625254582484
5105875725,303247274,Almond Grove Road,Named corridor,0.009918533604887984
1790176497,4282751601,Amazone Road,Named corridor,0.009918533604887984
1795515917,2970143353,Limpet Road,Named corridor,0.009918533604887984
3658399358,4283281282,Mildrum Road,Named corridor,0.009918533604887984
5105967741,4283387704,Indigo Bay Boulevard,Named corridor,0.009918533604887984
271803817,271803439,Beacon Hill Road,Named corridor,0.009918533604887984
2669989101,271976544,Oyster Pond Road,Named corridor,0.009918533604887984
271803439,1033360744,Beacon Hill Road,Named corridor,0.009913441955193482
4283387704,5092567232,Indigo Bay Blvde,Named corridor,0.009913441955193482
4283281282,303244090,Mildrum Road,Named corridor,0.009908350305498982
303247274,4283373859,Almond Grove Road,Named corridor,0.009908350305498982
2970143353,1795516010,Limpet Road,Named corridor,0.009908350305498982
1795516010,4283199039,Trivia Road,Named corridor,0.00990325865580448
303243702,5118409630,Carnation Road,Named corridor,0.009900712830957229
1069035589,303248200,Billy Folly Road,Named corridor,0.009898167006109978
303244090,303244077,Mildrum Road,Named corridor,0.009898167006109978
4282751601,1790168118,Amazone Road,Named corridor,0.009898167006109978
303239360,1918592981,St John's Estate Road,Named corridor,0.009898167006109978
1790168118,1319008785,Amazone Road,Named corridor,0.009893075356415478
4283199039,1033359959,Trivia Road,Named corridor,0.009893075356415478
1918592981,1918592984,St John's Estate Road,Named corridor,0.009887983706720976
303248200,303248050,Billy Folly Road,Named corridor,0.009877800407331975
271976544,3283102410,Oyster Pond Road,Named corridor,0.009877800407331975
1927155689,1927340435,Hybiscus Road,Named corridor,0.00985743380855397
271976401,5116267618,Melford Hazel Road,Named corridor,0.00985743380855397
5116267618,271824154,Melford Hazel Road,Named corridor,0.009837067209775967
3283102410,3283102489,Oyster Pond Road,Named corridor,0.009837067209775967
303246828,5105831443,Cay Bay Road,Named corridor,0.009837067209775967
271993364,271993335,Octavius L. Richardson Road,Named corridor,0.009834521384928716
303239076,303239077,Cantalope Road,Named corridor,0.009826883910386965
3283102489,1497258980,Oyster Pond Road,Named corridor,0.009826883910386965
5105831443,1927155295,Cay Bay Road,Named corridor,0.009826883910386965
1947048696,271811363,Achter Straat,Named corridor,0.009824338085539714
303239077,303238855,Apricot Road,Named corridor,0.009821792260692463
303248050,303248689,Billy Folly Road,Named corridor,0.009821792260692463
303239524,303239525,Unnamed / Residential,Residual road group,0.009816700610997963
1927155295,5082084403,Cay Bay Road,Named corridor,0.009816700610997963
303238855,303239061,Apricot Road,Named corridor,0.009816700610997963
303239061,303238683,Apricot Road,Named corridor,0.009811608961303462
303238683,303239029,Apricot Road,Named corridor,0.009806517311608962
1497258980,271976577,Oyster Pond Road,Named corridor,0.009806517311608962
271823505,271823461,Welgelegenweg,Named corridor,0.009796334012219958
271823455,3657247441,Welgelegenweg,Named corridor,0.009793788187372709
1319008785,1790168109,Rhine Road,Named corridor,0.009775967413441954
1790168109,250656258,Rhine Road,Named corridor,0.009770875763747454
271976577,5107960198,Oyster Pond Road,Named corridor,0.009765784114052952
5107960198,1033359959,Oyster Pond Road,Named corridor,0.009760692464358452
250656258,3700519777,Rhine Road,Named corridor,0.009760692464358452
3700519777,1033359542,Rhine Road,Named corridor,0.00975560081466395
5082546519,5128328500,Betty's Estate Road,Named corridor,0.009717413441955192
5118025428,1111760454,Oslo Road,Named corridor,0.00970468431771894
271809260,1947649697,Kerkhof Straat,Named corridor,0.009691955193482689
250656186,272111745,Airport Road,Named corridor,0.009656313645621181
303239360,1840729279,St John's Estate Road,Named corridor,0.009625763747454174
303247400,5125906733,Port de Plaisance Drive,Named corridor,0.009579938900203665
271823374,271823436,Lion Road,Named corridor,0.009577393075356416
1319008785,1790168118,Amazone Road,Named corridor,0.009577393075356416
4283373859,303247274,Almond Grove Road,Named corridor,0.009577393075356416
303244090,4283281282,Mildrum Road,Named corridor,0.009577393075356416
303243190,303243192,Gladiola Road,Named corridor,0.009569755600814663
1795516010,2970143353,Limpet Road,Named corridor,0.009541751527494908
1973313626,1795509309,Rice Hill,Named corridor,0.009529022403258655
271823461,5292575110,Welgelegenweg,Named corridor,0.009523930753564154
271823368,271823352,Panther Road,Named corridor,0.009516293279022403
5118409630,303243201,Carnation Road,Named corridor,0.009473014256619144
1946844986,1639802175,Bush Road,Named corridor,0.00945519348268839
303239171,303239177,Unnamed / Residential,Residual road group,0.00945519348268839
303239177,1840729290,Unnamed / Residential,Residual road group,0.009437372708757637
271809246,1947048695,Voorstraat,Named corridor,0.009429735234215886
1947649697,271809255,Little Bay Road,Named corridor,0.009383910386965377
303243192,5106576376,Gladiola Road,Named corridor,0.009373727087576373
272110974,5091285973,Tamarindelaan,Named corridor,0.009360997963340122
271811376,1891813877,Tamarinda Steeg,Named corridor,0.009360997963340122
12741558230,4284362600,Caines Drive,Named corridor,0.009358452138492871
271993335,271993258,Unresolved multi-name edge,Residual road group,0.00935590631364562
271809259,271993428,Little Bay Road,Named corridor,0.009343177189409368
1919289243,1919289228,Betty's Estate Road,Named corridor,0.009317718940936862
271993258,271993255,Octavius L. Richardson Road,Named corridor,0.009256619144602851
5106576376,303243192,Gladiola Road,Named corridor,0.009223523421588595
3657247441,271823457,Welgelegenweg,Named corridor,0.009223523421588595
1639802175,1946844986,Bush Road,Named corridor,0.009215885947046842
272111745,3698872219,Airport Road,Named corridor,0.009210794297352342
1946905489,303246933,Wellington Road,Named corridor,0.009182790224032586
1639802175,5081243471,Bush Road,Named corridor,0.009177698574338086
1497258980,3283102489,Oyster Pond Road,Named corridor,0.009177698574338086
303239084,5081517596,Unnamed / Residential,Residual road group,0.009170061099796333
5098348157,278331976,Rhine Road,Named corridor,0.009164969450101833
1919289228,1927155448,Betty's Estate Road,Named corridor,0.009129327902240325
1927155448,1927155684,Betty's Estate Road,Named corridor,0.009096232179226069
1790168118,4282751601,Amazone Road,Named corridor,0.009073319755600814
303243192,303243190,Gladiola Road,Named corridor,0.009073319755600814
3408794874,271803439,Beacon Hill Road,Named corridor,0.009073319755600814
303238682,303239028,Sugarapple Road,Named corridor,0.009063136456211813
1795509309,1795509313,Rice Hill,Named corridor,0.009042769857433809
271809255,271809259,Little Bay Road,Named corridor,0.009040224032586558
3194144108,303246187,Wavy Clam Road,Named corridor,0.009027494908350305
303239028,303239029,Saint Peters Road,Named corridor,0.009022403258655803
271993428,1927324474,Little Bay Road,Named corridor,0.008994399185336049
303252833,303255047,Grounddove Road,Named corridor,0.008976578411405294
4282055225,558702375,Pigeon Road,Named corridor,0.008935845213849287
272111019,272110821,Unresolved multi-name edge,Residual road group,0.008923116089613034
272111674,272111675,Sr. Patientia Road,Named corridor,0.008856924643584521
271811363,271807661,H. Beaujon Steeg,Named corridor,0.00880600814663951
303243512,303243201,Amaranthus Road,Named corridor,0.00880091649694501
271807661,271798681,H. Beaujon Steeg,Named corridor,0.008790733197556008
1947048683,1947048678,Front Street,Named corridor,0.008775458248472505
1967810908,1967810911,Mary's Fancy Roundabout,Named corridor,0.008747454175152748
5128328500,1927155684,Betty's Estate Road,Named corridor,0.008719450101832994
271802928,1791649374,The Keys Road,Named corridor,0.008630346232179226
1840729279,1111844952,St John's Estate Road,Named corridor,0.008612525458248472
5081243471,1639802175,Bush Road,Named corridor,0.00860997963340122
4282751601,1790176497,Amazone Road,Named corridor,0.008569246435845213
271803439,271803817,Beacon Hill Road,Named corridor,0.008569246435845213
303247274,5105875725,Almond Grove Road,Named corridor,0.008569246435845213
4283281282,3658399358,Mildrum Road,Named corridor,0.008569246435845213
2970143353,1795515917,Limpet Road,Named corridor,0.008533604887983706
1927324474,271993364,Octavius L. Richardson Road,Named corridor,0.008531059063136455
1872384829,4283271727,A.T. Illidge Road,Named corridor,0.008523421588594704
271986609,5292575723,G. A. Arnell Boulevard,Named corridor,0.008510692464358451
1891813884,1891813867,Percy Labega Street,Named corridor,0.008505600814663951
558702375,558702365,Pigeon Road,Named corridor,0.008492871690427698
272111694,272111711,Simpson Bay Road,Named corridor,0.008462321792260691
272111711,1791624399,Simpson Bay Road,Named corridor,0.00845213849287169
1791624399,272111712,Simpson Bay Road,Named corridor,0.008441955193482687
271823436,271823370,Tiger Road,Named corridor,0.008413951120162933
5106576376,1946839565,Gladiola Road,Named corridor,0.008411405295315682
272111712,272111734,Unnamed / Residential,Residual road group,0.00840631364562118
272111734,272111681,Sr. Modesta Road,Named corridor,0.008396130346232178
272111681,5109767022,Sr. Modesta Road,Named corridor,0.008391038696537678
271823370,271823355,Tiger Road,Named corridor,0.008383401221995926
271823457,271823505,Welgelegenweg,Named corridor,0.008375763747454175
4284362600,5106084647,Caines Drive,Named corridor,0.008350305498981669
4284362427,12648620834,Richardson Drive,Named corridor,0.008340122199592667
303246933,303246960,Wellington Road,Named corridor,0.008314663951120162
271824154,5116267618,Melford Hazel Road,Named corridor,0.008296843177189409
3656813312,1753978285,The Keys Road,Named corridor,0.008268839103869653
6677367413,303244494,Montevideo Road,Named corridor,0.008243380855397149
3657008832,3194083998,Ellis Road,Named corridor,0.008223014256619143
1753978285,1791645399,The Keys Road,Named corridor,0.008192464358452138
3283102489,3283102410,Oyster Pond Road,Named corridor,0.008169551934826883
5081517596,303239118,Unnamed / Residential,Residual road group,0.008167006109979632
5292575723,271986480,G. A. Arnell Boulevard,Named corridor,0.008141547861507129
1927155684,1927155448,Betty's Estate Road,Named corridor,0.008093177189409368
271986480,5292700111,G. A. Arnell Boulevard,Named corridor,0.00805244399185336
1069035589,5094620385,Billy Folly Road,Named corridor,0.008032077393075356
1795509313,1795509407,Rice Hill,Named corridor,0.008024439918533605
4283271727,1111818656,A.T. Illidge Road,Named corridor,0.008016802443991854
